Sample_No,Date,Sample_Point,Town,Measure,Result,Units
666045,2017-09-14,SW_10279,Swadlincote,E. coli,0,Orgs/100mL
669942,2017-09-14,BL_13006,Blancathey,Turbidity,0.1,NTU
640889,2017-05-11,BL_14330,Blancathey,E. coli,0,Orgs/100mL
624432,2017-06-29,BL_14594,Blancathey,E. coli,0,Orgs/100mL
613232,2017-08-11,BL_14330,Blancathey,THM,0.047,mg/L
676983,2017-07-27,SW_17925,Swadlincote,E. coli,0,Orgs/100mL
691135,2017-07-27,ST_18354,Strathmore,E. coli,0,Orgs/100mL
621615,2017-07-27,ST_17736,Strathmore,E. coli,0,Orgs/100mL
612732,2017-07-26,WA_18499,Wakefield,Turbidity,0.05,NTU
638781,2017-07-27,SO_11580,Southwold,E. coli,0,Orgs/100mL
680773,2017-07-27,BL_13006,Blancathey,E. coli,0,Orgs/100mL
663035,2017-07-27,ME_17891,Merton,Turbidity,0.05,NTU
657896,2017-08-03,SN_11737,Snake's Canyon,E. coli,0,Orgs/100mL
682269,2017-07-31,PA_19684,Paethsmouth,E. coli,0,Orgs/100mL
659075,2017-07-31,PA_19684,Paethsmouth,Turbidity,0.05,NTU
693512,2017-10-04,WA_17412,Wakefield,Turbidity,0.2,NTU
621774,2017-10-05,ME_17893,Merton,E. coli,0,Orgs/100mL
684581,2017-10-05,TA_12407,Tarnstead,E. coli,0,Orgs/100mL
672866,2017-10-05,BL_14594,Blancathey,E. coli,0,Orgs/100mL
631317,2017-08-17,SN_15690,Snake's Canyon,Turbidity,0.1,NTU
680806,2017-05-18,TA_12934,Tarnstead,E. coli,0,Orgs/100mL
650801,2017-05-18,ME_11431,Merton,E. coli,0,Orgs/100mL
680186,2017-04-11,BL_11946,Blancathey,Turbidity,0.2,NTU
601761,2017-04-13,PO_16767,Pontybridge,Turbidity,0.1,NTU
691628,2017-04-12,TA_12934,Tarnstead,Turbidity,0.2,NTU
669947,2017-04-12,WA_15184,Wakefield,Turbidity,0.2,NTU
623337,2017-05-18,SO_14953,Southwold,E. coli,0,Orgs/100mL
668582,2017-05-18,BE_15310,Bellmoral,E. coli,0,Orgs/100mL
681335,2017-07-27,BE_12742,Bellmoral,THM,0.006,mg/L
635320,2017-08-17,ST_14989,Strathmore,E. coli,0,Orgs/100mL
689962,2017-08-17,ME_19866,Merton,E. coli,0,Orgs/100mL
628366,2017-05-11,ME_15640,Merton,E. coli,0,Orgs/100mL
688083,2017-05-18,BL_14594,Blancathey,E. coli,0,Orgs/100mL
670317,2017-07-27,PO_16870,Pontybridge,Turbidity,0.05,NTU
623119,2017-07-27,TA_13563,Tarnstead,Turbidity,0.05,NTU
653913,2017-05-18,ST_18354,Strathmore,E. coli,0,Orgs/100mL
600868,2017-05-18,SO_11580,Southwold,E. coli,0,Orgs/100mL
670957,2017-08-17,TA_12934,Tarnstead,Turbidity,0.2,NTU
617503,2017-08-16,WA_17864,Wakefield,Turbidity,0.2,NTU
676403,2017-09-21,PO_10936,Pontybridge,E. coli,0,Orgs/100mL
673808,2017-09-18,PA_19973,Paethsmouth,Turbidity,0.1,NTU
635367,2017-09-21,BE_15310,Bellmoral,E. coli,0,Orgs/100mL
674525,2017-09-21,ME_14145,Merton,Turbidity,0.2,NTU
659548,2017-09-21,ME_19548,Merton,E. coli,0,Orgs/100mL
695063,2017-09-21,ST_11113,Strathmore,THM,0.004,mg/L
600004,2017-09-21,BE_15310,Bellmoral,Turbidity,0.1,NTU
694133,2017-09-21,SO_10696,Southwold,Turbidity,0.1,NTU
628324,2017-09-20,WA_15101,Wakefield,E. coli,0,Orgs/100mL
631561,2017-09-20,WA_15101,Wakefield,Turbidity,0.1,NTU
681022,2017-09-21,SW_18483,Swadlincote,E. coli,0,Orgs/100mL
695701,2017-09-21,BL_11946,Blancathey,E. coli,0,Orgs/100mL
622584,2017-09-21,ME_14145,Merton,E. coli,0,Orgs/100mL
652845,2017-09-21,SO_10696,Southwold,E. coli,0,Orgs/100mL
646194,2017-09-21,TA_13563,Tarnstead,E. coli,0,Orgs/100mL
682776,2017-09-21,ST_11113,Strathmore,E. coli,0,Orgs/100mL
646877,2017-10-05,SO_11580,Southwold,E. coli,0,Orgs/100mL
696915,2017-09-07,SO_19426,Southwold,E. coli,0,Orgs/100mL
677565,2017-09-07,ST_15319,Strathmore,E. coli,0,Orgs/100mL
691186,2017-09-07,TA_12934,Tarnstead,E. coli,0,Orgs/100mL
660093,2017-09-21,PO_10936,Pontybridge,Turbidity,0.1,NTU
649487,2017-08-17,SN_15690,Snake's Canyon,E. coli,0,Orgs/100mL
603707,2017-08-17,SW_12557,Swadlincote,E. coli,0,Orgs/100mL
616616,2017-08-16,WA_17864,Wakefield,THM,0.008,mg/L
687011,2017-08-17,BL_13006,Blancathey,E. coli,0,Orgs/100mL
653644,2017-08-17,ME_19919,Merton,E. coli,0,Orgs/100mL
682868,2017-08-21,PA_16549,Paethsmouth,Turbidity,0.1,NTU
680337,2017-09-07,BL_14594,Blancathey,Turbidity,0.1,NTU
620007,2017-09-07,ME_10188,Merton,E. coli,0,Orgs/100mL
674978,2017-09-07,PO_16870,Pontybridge,E. coli,0,Orgs/100mL
695145,2017-09-07,BL_14594,Blancathey,E. coli,0,Orgs/100mL
693522,2017-09-07,ST_19479,Strathmore,E. coli,0,Orgs/100mL
665910,2017-11-09,BL_11946,Blancathey,THM,0.053,mg/L
603132,2017-11-16,ME_19289,Merton,E. coli,0,Orgs/100mL
661874,2017-11-16,ME_15845,Merton,E. coli,0,Orgs/100mL
667409,2017-09-07,TA_12934,Tarnstead,Turbidity,0.1,NTU
657430,2017-10-26,BL_14330,Blancathey,Turbidity,0.1,NTU
611590,2017-09-07,SW_18453,Swadlincote,E. coli,0,Orgs/100mL
640325,2017-11-16,SW_10279,Swadlincote,E. coli,0,Orgs/100mL
633674,2017-07-06,BL_11946,Blancathey,Turbidity,0.1,NTU
608212,2017-06-30,BE_13422,Bellmoral,E. coli,0,Orgs/100mL
662091,2017-07-06,SN_11737,Snake's Canyon,E. coli,0,Orgs/100mL
609252,2017-07-05,WA_15184,Wakefield,Turbidity,0.05,NTU
619739,2017-07-06,TA_11822,Tarnstead,Turbidity,0.1,NTU
695677,2017-07-06,SN_11737,Snake's Canyon,Turbidity,0.1,NTU
609063,2017-08-02,WA_17412,Wakefield,E. coli,0,Orgs/100mL
639900,2017-07-06,PO_10936,Pontybridge,E. coli,0,Orgs/100mL
641185,2017-07-06,BL_11946,Blancathey,E. coli,0,Orgs/100mL
663680,2017-07-06,BE_18768,Bellmoral,Turbidity,0.3,NTU
626167,2017-07-06,SW_18453,Swadlincote,Turbidity,0.1,NTU
676237,2017-07-10,PA_14918,Paethsmouth,E. coli,0,Orgs/100mL
696131,2017-08-03,ST_13051,Strathmore,E. coli,0,Orgs/100mL
689455,2017-08-03,ME_13530,Merton,E. coli,0,Orgs/100mL
679623,2017-08-03,SW_11438,Swadlincote,E. coli,0,Orgs/100mL
678089,2017-08-03,SO_14953,Southwold,E. coli,0,Orgs/100mL
671080,2017-08-03,PO_16767,Pontybridge,E. coli,0,Orgs/100mL
688558,2017-08-03,ME_11496,Merton,E. coli,0,Orgs/100mL
654116,2017-07-06,SO_19853,Southwold,Turbidity,0.05,NTU
698654,2017-07-06,ST_11113,Strathmore,Turbidity,0.1,NTU
619789,2017-07-06,PO_10936,Pontybridge,Turbidity,0.1,NTU
615089,2017-08-03,ST_16139,Strathmore,E. coli,0,Orgs/100mL
694924,2017-08-03,ME_17256,Merton,E. coli,0,Orgs/100mL
631397,2017-08-03,BL_11946,Blancathey,E. coli,0,Orgs/100mL
615970,2017-08-09,WA_12904,Wakefield,E. coli,0,Orgs/100mL
675546,2017-08-07,PA_17652,Paethsmouth,Turbidity,0.1,NTU
676813,2017-08-17,SW_12557,Swadlincote,THM,0.007,mg/L
676649,2017-08-17,PO_16509,Pontybridge,E. coli,0,Orgs/100mL
685140,2017-08-17,ME_19934,Merton,E. coli,0,Orgs/100mL
645793,2017-08-17,SO_17892,Southwold,E. coli,0,Orgs/100mL
640100,2017-08-17,SN_15690,Snake's Canyon,THM,0.027,mg/L
619468,2017-08-17,ST_10128,Strathmore,THM,0.006,mg/L
603307,2017-09-21,TA_13563,Tarnstead,Turbidity,0.1,NTU
649747,2017-09-21,ST_11113,Strathmore,Turbidity,0.1,NTU
667451,2017-09-21,ME_15640,Merton,E. coli,0,Orgs/100mL
630942,2017-09-20,WA_15101,Wakefield,THM,0.006,mg/L
615920,2017-09-21,SW_18483,Swadlincote,Turbidity,0.1,NTU
682172,2017-08-21,PA_16549,Paethsmouth,E. coli,0,Orgs/100mL
674123,2017-09-21,BL_11946,Blancathey,THM,0.04,mg/L
692443,2017-10-26,SW_15649,Swadlincote,Turbidity,0.1,NTU
636735,2017-10-26,ME_19919,Merton,Turbidity,0.1,NTU
645066,2017-10-25,WA_18008,Wakefield,Turbidity,0.1,NTU
668752,2017-10-26,ME_19919,Merton,E. coli,0,Orgs/100mL
640259,2017-10-26,BL_14330,Blancathey,E. coli,0,Orgs/100mL
676671,2017-10-26,SN_14788,Snake's Canyon,Turbidity,0.1,NTU
622705,2017-10-26,PO_10936,Pontybridge,Turbidity,0.1,NTU
667941,2017-09-14,PO_16767,Pontybridge,Turbidity,0.1,NTU
640461,2017-09-14,PO_16767,Pontybridge,E. coli,0,Orgs/100mL
658087,2017-09-14,ME_15845,Merton,E. coli,0,Orgs/100mL
625338,2017-08-17,BE_13507,Bellmoral,E. coli,0,Orgs/100mL
634113,2017-10-26,TA_12934,Tarnstead,Turbidity,0.2,NTU
611617,2017-10-26,ST_10925,Strathmore,Turbidity,0.1,NTU
682804,2017-10-26,BE_15094,Bellmoral,Turbidity,0.3,NTU
602170,2017-12-21,SW_10554,Swadlincote,E. coli,0,Orgs/100mL
677297,2018-01-05,BL_13006,Blancathey,Turbidity,0.1,NTU
601642,2018-01-05,ST_17003,Strathmore,Turbidity,0.2,NTU
627389,2017-12-01,SN_14943,Snake's Canyon,Turbidity,0.1,NTU
635724,2018-01-19,SN_15690,Snake's Canyon,E. coli,0,Orgs/100mL
660010,2018-01-19,SN_15690,Snake's Canyon,Turbidity,0.1,NTU
628229,2018-01-19,ME_16215,Merton,Turbidity,0.1,NTU
627139,2018-01-19,ME_16215,Merton,E. coli,0,Orgs/100mL
681320,2018-01-05,PO_16767,Pontybridge,E. coli,0,Orgs/100mL
685917,2018-01-05,PO_16767,Pontybridge,Turbidity,0.1,NTU
628276,2018-01-05,TA_11822,Tarnstead,E. coli,0,Orgs/100mL
656065,2018-01-05,SO_11519,Southwold,Turbidity,0.2,NTU
669050,2018-01-05,SO_11519,Southwold,E. coli,0,Orgs/100mL
623643,2018-01-04,WA_13324,Wakefield,Turbidity,0.2,NTU
650018,2018-01-05,TA_11822,Tarnstead,Turbidity,0.2,NTU
664015,2017-10-12,BE_16639,Bellmoral,E. coli,0,Orgs/100mL
625598,2017-10-12,TA_11822,Tarnstead,E. coli,0,Orgs/100mL
642541,2017-10-12,PO_16870,Pontybridge,E. coli,0,Orgs/100mL
632609,2017-10-12,SW_10554,Swadlincote,E. coli,0,Orgs/100mL
648241,2017-10-12,ST_18354,Strathmore,E. coli,0,Orgs/100mL
663628,2017-10-12,BL_14330,Blancathey,E. coli,0,Orgs/100mL
666369,2017-10-12,SO_11134,Southwold,E. coli,0,Orgs/100mL
683204,2017-07-14,ME_15640,Merton,E. coli,0,Orgs/100mL
691424,2017-04-28,ST_14952,Strathmore,E. coli,0,Orgs/100mL
616290,2017-04-21,BE_15094,Bellmoral,Turbidity,0.1,NTU
628690,2017-07-20,ST_16944,Strathmore,E. coli,0,Orgs/100mL
693082,2017-03-23,SW_17925,Swadlincote,THM,0.006,mg/L
683375,2017-03-29,WA_12904,Wakefield,Turbidity,0.2,NTU
611223,2017-03-29,WA_12904,Wakefield,E. coli,0,Orgs/100mL
685473,2017-03-27,PA_16549,Paethsmouth,Turbidity,0.2,NTU
679737,2017-03-27,PA_16549,Paethsmouth,E. coli,0,Orgs/100mL
637933,2017-08-17,TA_12934,Tarnstead,E. coli,0,Orgs/100mL
656121,2017-08-17,ST_10128,Strathmore,E. coli,0,Orgs/100mL
648573,2017-09-07,SO_12799,Southwold,E. coli,0,Orgs/100mL
647097,2017-09-07,ME_11992,Merton,E. coli,0,Orgs/100mL
624931,2017-09-07,ME_16215,Merton,E. coli,0,Orgs/100mL
632234,2017-09-07,BE_18768,Bellmoral,Turbidity,0.1,NTU
628731,2017-09-07,PO_16870,Pontybridge,Turbidity,0.05,NTU
649486,2017-09-07,BE_18768,Bellmoral,E. coli,0,Orgs/100mL
679256,2017-09-07,SO_12799,Southwold,Turbidity,0.05,NTU
650052,2017-10-05,SN_14943,Snake's Canyon,E. coli,0,Orgs/100mL
625511,2017-10-05,ME_11496,Merton,E. coli,0,Orgs/100mL
693384,2017-09-07,ME_16215,Merton,Turbidity,0.1,NTU
695174,2017-09-06,WA_15184,Wakefield,Turbidity,0.05,NTU
612733,2017-09-07,ST_18354,Strathmore,Turbidity,0.1,NTU
654159,2017-07-06,PO_10936,Pontybridge,THM,0.032,mg/L
669486,2017-09-11,PA_11116,Paethsmouth,E. coli,0,Orgs/100mL
696395,2017-09-07,TA_12934,Tarnstead,THM,0.006,mg/L
668787,2017-09-07,PO_16870,Pontybridge,THM,0.051,mg/L
647952,2017-09-14,SO_13517,Southwold,E. coli,0,Orgs/100mL
695572,2017-09-13,WA_10025,Wakefield,Turbidity,0.05,NTU
645014,2017-08-17,SW_12557,Swadlincote,Turbidity,0.1,NTU
621621,2017-08-14,PA_11469,Paethsmouth,THM,0.006,mg/L
685117,2017-09-13,WA_10025,Wakefield,E. coli,0,Orgs/100mL
679259,2017-08-17,ME_19866,Merton,Turbidity,0.05,NTU
600184,2017-08-17,ST_10128,Strathmore,Turbidity,0.1,NTU
627531,2017-08-17,SO_17892,Southwold,Turbidity,0.1,NTU
617623,2017-08-17,PO_16509,Pontybridge,Turbidity,0.1,NTU
670445,2017-08-17,BL_13006,Blancathey,Turbidity,0.2,NTU
625883,2017-08-03,ST_17003,Strathmore,E. coli,0,Orgs/100mL
665067,2017-08-03,SO_11134,Southwold,E. coli,0,Orgs/100mL
635130,2017-08-10,SW_10554,Swadlincote,E. coli,0,Orgs/100mL
624460,2017-08-31,ME_16507,Merton,Turbidity,0.2,NTU
600232,2017-08-31,BL_11946,Blancathey,Turbidity,0.1,NTU
685453,2017-08-31,PO_10936,Pontybridge,E. coli,0,Orgs/100mL
662759,2017-08-30,WA_13324,Wakefield,E. coli,0,Orgs/100mL
614422,2017-11-08,WA_15184,Wakefield,E. coli,0,Orgs/100mL
605018,2017-09-07,SN_14943,Snake's Canyon,Turbidity,0.1,NTU
685774,2017-08-31,SN_11737,Snake's Canyon,E. coli,0,Orgs/100mL
655117,2017-08-31,SN_11737,Snake's Canyon,Turbidity,0.1,NTU
643353,2017-09-21,ST_14952,Strathmore,E. coli,0,Orgs/100mL
684811,2017-09-04,PA_12021,Paethsmouth,E. coli,0,Orgs/100mL
633227,2017-09-04,PA_12021,Paethsmouth,Turbidity,0.1,NTU
643096,2017-09-07,SN_14943,Snake's Canyon,E. coli,0,Orgs/100mL
687147,2017-09-21,SN_11737,Snake's Canyon,Turbidity,0.1,NTU
654954,2017-09-21,SN_11737,Snake's Canyon,E. coli,0,Orgs/100mL
639633,2017-09-07,SW_18453,Swadlincote,Turbidity,0.1,NTU
650148,2017-09-21,SN_11737,Snake's Canyon,THM,0.017,mg/L
693790,2017-09-21,BL_11946,Blancathey,Turbidity,0.1,NTU
609191,2017-11-23,BE_15310,Bellmoral,THM,0.005,mg/L
674180,2017-11-28,WA_18499,Wakefield,Turbidity,0.1,NTU
678619,2017-11-30,PO_10333,Pontybridge,E. coli,0,Orgs/100mL
631126,2017-11-15,WA_10025,Wakefield,E. coli,0,Orgs/100mL
677191,2017-08-24,ST_14962,Strathmore,E. coli,0,Orgs/100mL
658650,2017-09-25,PA_14918,Paethsmouth,E. coli,0,Orgs/100mL
668029,2017-11-16,ME_15547,Merton,E. coli,0,Orgs/100mL
630702,2017-11-16,ST_13051,Strathmore,E. coli,0,Orgs/100mL
649932,2017-10-19,SN_15690,Snake's Canyon,E. coli,0,Orgs/100mL
645106,2017-10-19,ME_12675,Merton,E. coli,0,Orgs/100mL
673237,2017-10-19,SO_11519,Southwold,E. coli,0,Orgs/100mL
690678,2017-10-19,ME_19934,Merton,E. coli,0,Orgs/100mL
617382,2017-10-19,ST_16139,Strathmore,E. coli,0,Orgs/100mL
609219,2017-10-19,TA_13563,Tarnstead,E. coli,0,Orgs/100mL
645595,2017-10-18,WA_17864,Wakefield,Turbidity,0.3,NTU
690984,2017-10-19,ME_16148,Merton,E. coli,0,Orgs/100mL
618270,2018-01-24,WA_15101,Wakefield,E. coli,0,Orgs/100mL
685071,2017-06-15,WA_17864,Wakefield,Turbidity,0.2,NTU
627160,2017-06-16,PO_10333,Pontybridge,Turbidity,6.05,NTU
604734,2017-06-16,SW_12557,Swadlincote,Turbidity,0.05,NTU
615186,2017-06-23,BL_14330,Blancathey,Turbidity,0.05,NTU
660874,2017-06-23,ME_18009,Merton,Turbidity,0.05,NTU
625813,2017-06-29,ME_11992,Merton,E. coli,0,Orgs/100mL
689598,2017-06-16,BE_13507,Bellmoral,E. coli,0,Orgs/100mL
661174,2017-06-09,BE_16639,Bellmoral,THM,0.005,mg/L
642761,2017-05-04,SW_18453,Swadlincote,Turbidity,0.1,NTU
634867,2017-04-11,SN_14788,Snake's Canyon,THM,0.026,mg/L
605541,2017-06-28,WA_13324,Wakefield,E. coli,0,Orgs/100mL
681767,2017-06-29,SN_14943,Snake's Canyon,E. coli,0,Orgs/100mL
638778,2017-06-23,SN_14788,Snake's Canyon,Turbidity,0.05,NTU
642623,2017-04-13,SW_12557,Swadlincote,E. coli,0,Orgs/100mL
631665,2017-04-13,ST_16875,Strathmore,E. coli,0,Orgs/100mL
684455,2017-07-14,ME_19289,Merton,Turbidity,0.05,NTU
666767,2017-07-20,BE_15310,Bellmoral,E. coli,0,Orgs/100mL
677612,2017-07-14,PO_16509,Pontybridge,Turbidity,0.05,NTU
612546,2017-07-20,TA_12934,Tarnstead,E. coli,0,Orgs/100mL
605574,2017-07-06,ME_15547,Merton,E. coli,0,Orgs/100mL
657272,2017-07-20,ME_19548,Merton,THM,0.006,mg/L
602764,2017-07-20,SW_10279,Swadlincote,Turbidity,0.05,NTU
642871,2017-08-11,TA_12407,Tarnstead,E. coli,0,Orgs/100mL
647841,2017-05-17,WA_10025,Wakefield,Turbidity,0.1,NTU
695287,2017-05-11,ME_19289,Merton,E. coli,0,Orgs/100mL
634480,2017-05-18,ME_17893,Merton,E. coli,0,Orgs/100mL
697337,2017-05-17,WA_10025,Wakefield,E. coli,0,Orgs/100mL
617287,2017-05-11,TA_12407,Tarnstead,E. coli,0,Orgs/100mL
669266,2017-05-11,SW_18483,Swadlincote,E. coli,0,Orgs/100mL
683578,2017-07-27,ME_17891,Merton,E. coli,0,Orgs/100mL
656721,2017-07-27,TA_13563,Tarnstead,E. coli,0,Orgs/100mL
631569,2017-07-27,BE_12742,Bellmoral,E. coli,0,Orgs/100mL
618819,2017-07-27,SN_15690,Snake's Canyon,E. coli,0,Orgs/100mL
618893,2017-07-27,SN_15690,Snake's Canyon,Turbidity,0.05,NTU
679217,2017-07-27,ST_17736,Strathmore,Turbidity,0.05,NTU
642049,2017-07-27,BE_12742,Bellmoral,Turbidity,0.05,NTU
666053,2017-08-03,BE_16635,Bellmoral,E. coli,0,Orgs/100mL
660622,2017-09-14,SW_10279,Swadlincote,THM,0.007,mg/L
655914,2017-09-18,PA_19973,Paethsmouth,E. coli,0,Orgs/100mL
699030,2017-05-18,SW_10279,Swadlincote,E. coli,0,Orgs/100mL
635780,2017-05-18,ST_18354,Strathmore,Turbidity,0.1,NTU
623442,2017-05-16,PA_15033,Paethsmouth,E. coli,0,Orgs/100mL
627217,2017-10-09,PA_15033,Paethsmouth,Turbidity,0.1,NTU
641746,2017-10-12,SN_14788,Snake's Canyon,E. coli,0,Orgs/100mL
681346,2017-10-11,WA_12904,Wakefield,E. coli,0,Orgs/100mL
636528,2017-10-05,PO_10333,Pontybridge,E. coli,0,Orgs/100mL
696658,2017-12-11,PA_14918,Paethsmouth,THM,0.007,mg/L
615848,2017-11-23,ST_15319,Strathmore,Turbidity,7.38,NTU
626331,2017-11-22,WA_15101,Wakefield,E. coli,0,Orgs/100mL
682117,2017-11-23,ST_15319,Strathmore,E. coli,0,Orgs/100mL
658295,2017-11-23,TA_12407,Tarnstead,E. coli,0,Orgs/100mL
679287,2017-11-23,TA_12407,Tarnstead,Turbidity,0.2,NTU
608473,2017-11-23,PO_16767,Pontybridge,Turbidity,0.1,NTU
611954,2017-11-23,SN_11737,Snake's Canyon,Turbidity,0.1,NTU
677172,2017-10-12,ST_13051,Strathmore,E. coli,0,Orgs/100mL
666664,2017-10-06,PO_10333,Pontybridge,THM,0.046,mg/L
627849,2017-11-06,PA_16549,Paethsmouth,Turbidity,0.2,NTU
687061,2017-09-27,WA_18499,Wakefield,Turbidity,0.1,NTU
673136,2017-09-28,TA_12934,Tarnstead,Turbidity,0.2,NTU
669863,2017-09-28,SN_15690,Snake's Canyon,Turbidity,0.1,NTU
617618,2017-09-28,TA_12934,Tarnstead,E. coli,0,Orgs/100mL
698653,2017-09-28,ST_14989,Strathmore,E. coli,0,Orgs/100mL
688143,2017-09-28,BE_12742,Bellmoral,E. coli,0,Orgs/100mL
660972,2017-09-28,SN_15690,Snake's Canyon,E. coli,0,Orgs/100mL
645332,2017-09-28,ME_11431,Merton,E. coli,0,Orgs/100mL
614981,2017-09-28,ST_14989,Strathmore,Turbidity,0.1,NTU
674993,2017-10-05,ST_15552,Strathmore,E. coli,0,Orgs/100mL
652302,2017-09-28,BE_12742,Bellmoral,Turbidity,0.1,NTU
691448,2017-09-28,SO_19646,Southwold,Turbidity,0.1,NTU
686166,2017-09-28,SW_17925,Swadlincote,E. coli,0,Orgs/100mL
645534,2017-09-28,SW_17925,Swadlincote,Turbidity,0.1,NTU
689889,2017-09-28,ME_11431,Merton,Turbidity,0.1,NTU
668763,2017-09-06,WA_15184,Wakefield,E. coli,0,Orgs/100mL
633353,2017-12-18,PA_14206,Paethsmouth,E. coli,0,Orgs/100mL
672290,2018-01-24,WA_15101,Wakefield,THM,0.007,mg/L
662297,2017-11-16,ST_19479,Strathmore,E. coli,0,Orgs/100mL
641322,2017-11-16,SO_12799,Southwold,E. coli,0,Orgs/100mL
681897,2017-11-16,BE_17841,Bellmoral,Turbidity,0.1,NTU
683994,2017-11-16,SW_10279,Swadlincote,Turbidity,0.2,NTU
687666,2017-11-16,TA_13563,Tarnstead,E. coli,0,Orgs/100mL
648821,2017-10-26,SO_14753,Southwold,Turbidity,0.1,NTU
630619,2017-11-16,SN_14788,Snake's Canyon,Turbidity,0.2,NTU
617277,2017-11-16,PO_16870,Pontybridge,E. coli,0,Orgs/100mL
669416,2017-11-16,SN_14788,Snake's Canyon,E. coli,0,Orgs/100mL
615043,2017-10-05,SO_17043,Southwold,E. coli,0,Orgs/100mL
644636,2017-11-16,BL_14330,Blancathey,Turbidity,0.1,NTU
634180,2017-11-16,TA_13563,Tarnstead,Turbidity,0.1,NTU
626403,2017-08-24,BL_14330,Blancathey,E. coli,0,Orgs/100mL
694498,2017-08-24,BE_15094,Bellmoral,THM,0.006,mg/L
653087,2017-09-27,WA_18499,Wakefield,E. coli,0,Orgs/100mL
612451,2017-10-05,TA_12407,Tarnstead,Turbidity,0.1,NTU
667845,2017-10-09,PA_15033,Paethsmouth,E. coli,0,Orgs/100mL
635217,2017-10-05,ME_17893,Merton,Turbidity,0.1,NTU
641058,2017-10-05,ST_15552,Strathmore,Turbidity,0.1,NTU
662902,2017-11-23,PO_16767,Pontybridge,E. coli,0,Orgs/100mL
672475,2017-11-23,SN_11737,Snake's Canyon,E. coli,0,Orgs/100mL
677197,2017-11-22,WA_15101,Wakefield,Turbidity,0.1,NTU
680152,2017-10-05,ST_17736,Strathmore,E. coli,0,Orgs/100mL
626091,2017-11-23,ST_16875,Strathmore,E. coli,0,Orgs/100mL
616119,2017-11-23,SW_18483,Swadlincote,E. coli,0,Orgs/100mL
610857,2017-11-23,SW_18483,Swadlincote,Turbidity,0.1,NTU
692533,2017-12-20,WA_17864,Wakefield,E. coli,0,Orgs/100mL
645860,2017-09-07,ST_18354,Strathmore,E. coli,0,Orgs/100mL
696286,2017-09-28,BL_13006,Blancathey,Turbidity,0.1,NTU
627020,2017-11-28,WA_18499,Wakefield,E. coli,0,Orgs/100mL
623191,2017-11-23,ME_14145,Merton,THM,0.006,mg/L
622927,2017-12-01,TA_11822,Tarnstead,Turbidity,0.1,NTU
635353,2017-12-01,SN_14943,Snake's Canyon,E. coli,0,Orgs/100mL
646883,2017-11-30,PO_10333,Pontybridge,Turbidity,0.1,NTU
631563,2017-11-29,PA_11116,Paethsmouth,Turbidity,0.1,NTU
624107,2017-11-29,PA_11116,Paethsmouth,E. coli,0,Orgs/100mL
645437,2017-11-30,SW_17925,Swadlincote,E. coli,0,Orgs/100mL
699034,2017-12-01,SO_19853,Southwold,E. coli,0,Orgs/100mL
614583,2017-11-30,BE_12742,Bellmoral,E. coli,0,Orgs/100mL
645893,2017-12-01,SO_19853,Southwold,Turbidity,0.1,NTU
689922,2017-12-01,BL_14594,Blancathey,E. coli,0,Orgs/100mL
603507,2017-12-01,BL_14594,Blancathey,Turbidity,0.05,NTU
672234,2017-11-30,BE_12742,Bellmoral,Turbidity,0.1,NTU
636956,2017-12-01,ST_11855,Strathmore,Turbidity,0.1,NTU
609725,2017-12-01,ME_15640,Merton,E. coli,0,Orgs/100mL
671848,2017-09-28,ST_18680,Strathmore,E. coli,0,Orgs/100mL
627507,2017-10-05,ME_17891,Merton,E. coli,0,Orgs/100mL
699165,2017-09-28,ME_11431,Merton,THM,0.005,mg/L
607967,2017-11-23,SO_13517,Southwold,THM,0.005,mg/L
647066,2017-12-01,ST_11855,Strathmore,E. coli,0,Orgs/100mL
672124,2017-09-28,SO_19646,Southwold,THM,0.006,mg/L
651755,2017-10-04,WA_17412,Wakefield,E. coli,0,Orgs/100mL
615330,2018-01-18,SW_10279,Swadlincote,Turbidity,0.3,NTU
623295,2017-09-28,BE_12742,Bellmoral,THM,0.006,mg/L
626346,2018-01-19,BL_14330,Blancathey,Turbidity,0.1,NTU
640284,2018-01-19,BL_14330,Blancathey,E. coli,0,Orgs/100mL
673388,2018-01-19,ST_14989,Strathmore,E. coli,0,Orgs/100mL
631095,2017-11-23,ME_14145,Merton,E. coli,0,Orgs/100mL
646798,2017-11-23,BL_11946,Blancathey,E. coli,0,Orgs/100mL
629384,2017-11-23,SO_13517,Southwold,Turbidity,0.2,NTU
644638,2017-11-23,BE_15310,Bellmoral,E. coli,0,Orgs/100mL
610506,2018-01-22,PA_16549,Paethsmouth,E. coli,0,Orgs/100mL
682140,2018-01-18,SW_10279,Swadlincote,THM,0.006,mg/L
608263,2017-12-27,SO_11134,Southwold,Turbidity,0.2,NTU
624793,2017-12-21,PO_10333,Pontybridge,E. coli,0,Orgs/100mL
694783,2017-12-20,WA_17864,Wakefield,THM,0.008,mg/L
638276,2018-01-11,TA_12407,Tarnstead,E. coli,0,Orgs/100mL
609515,2017-10-12,SO_14953,Southwold,E. coli,0,Orgs/100mL
623255,2017-12-04,PA_19973,Paethsmouth,Turbidity,0.1,NTU
603602,2017-12-04,PA_19973,Paethsmouth,E. coli,0,Orgs/100mL
659484,2017-10-09,PA_15033,Paethsmouth,THM,0.007,mg/L
650105,2017-10-12,SW_10554,Swadlincote,THM,0.008,mg/L
