V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,PID,psid,K2,project,gc,term,Q_TotalDuration,med,consent,city,tap,p01,p02,p03,p04,p05,p06,p07,p08,p09,p10,hardship,contact,trap,t01,t02,t03,t04,t05,f01,f02,f03,f04,f05,f06,f07,f08,f09,f10,f11,f12,f13
R_eW3rvij6gdyHjIV,Default Response Set,Anonymous,,,73.47.184.207,0,2015-03-19 12:05:38,2015-03-19 12:08:57,1,1277956227,iZXUO4qzTRTDcaLygULSWw**,27197,Qual712-0618WaterUtilities,1,,199,19207682064613,1,3,1,2,2,6,7,7,2,4,4,4,4,1,1,1,7,6,2,6,7,6,5,5,6,6,5,4,4,5,4,6,4,6
R_bfLarFi5E7nXQON,Default Response Set,Anonymous,,,66.30.114.239,0,2015-03-19 12:09:06,2015-03-19 12:12:11,1,1263909017,iZXUO4qzTRRdkspaxPFQqg**,27197,Qual712-0618WaterUtilities,1,,185,18996552498313,1,3,1,3,4,4,4,5,2,5,5,5,3,1,1,1,6,3,3,4,4,4,6,4,6,4,7,4,4,4,4,4,4,4
R_3vDrjvJH4H9mZTf,Default Response Set,Anonymous,,,76.208.175.15,0,2015-03-19 12:12:54,2015-03-19 12:14:29,1,1132043333,iZXUO4qzTRSjvv2Bz39yjg**,27197,Qual712-0618WaterUtilities,1,,95,17014611267793,1,1,1,4,3,4,7,7,4,5,4,4,5,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
R_doFIyp2CqFV6RQF,Default Response Set,Anonymous,,,172.56.38.30,0,2015-03-19 12:12:56,2015-03-19 12:16:07,1,1259928945,iZXUO4qzTRTGbMq4LYguKA**,27197,Qual712-0618WaterUtilities,2,attention,191,,1,1,1,1,1,7,7,7,7,3,1,1,1,4,6,0,,,,,,,,,,,,,,,,,,
R_3UXY7yLMzaGjZbL,Default Response Set,Anonymous,,,50.201.94.210,0,2015-03-19 12:12:27,2015-03-19 12:17:26,1,1264167897,iZXUO4qzTRQqJP1lCT-Wvw**,27197,Qual712-0618WaterUtilities,1,,299,19000443464713,1,3,1,6,6,3,3,4,4,5,6,6,5,4,4,1,6,4,5,4,5,4,5,5,5,5,4,5,5,4,5,4,5,5
R_0ugHRTHZy8dZZPv,Default Response Set,Anonymous,,,72.241.168.85,0,2015-03-19 12:09:21,2015-03-19 12:17:29,1,1277207653,iZXUO4qzTRTkBu2ptQbWvA**,27197,Qual712-0618WaterUtilities,1,,488,19196430997393,1,1,1,1,3,5,5,7,3,4,2,7,6,7,2,1,7,3,7,7,6,7,5,3,3,3,4,2,5,4,4,2,4,2
R_0kWq77T2S7VZEH3,Default Response Set,Anonymous,,,75.68.178.143,0,2015-03-19 12:16:45,2015-03-19 12:19:15,1,1277812660,iZXUO4qzTRQO4-X7FExoFA**,27197,Qual712-0618WaterUtilities,1,,150,19205524252603,1,3,1,1,1,7,7,7,3,4,3,4,2,1,3,1,6,6,5,4,5,3,5,4,4,4,4,4,4,4,4,5,4,4
R_81ZbH4kTjeiomWh,Default Response Set,Anonymous,,,108.235.139.177,0,2015-03-19 12:20:26,2015-03-19 12:21:06,1,1278626373,iZXUO4qzTRS1Jh8a-1Mnfg**,27197,Qual712-0618WaterUtilities,2,noTapWater,40,,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_1XQRpc7162LNjbT,Default Response Set,Anonymous,,,65.96.151.79,0,2015-03-19 12:19:11,2015-03-19 12:22:08,1,1278624733,iZXUO4qzTRS3epHOBG-27Q**,27197,Qual712-0618WaterUtilities,1,,177,19217729709793,1,3,1,1,1,7,6,7,6,2,1,3,2,1,1,1,7,6,6,5,6,4,4,4,4,4,4,4,4,5,4,4,4,4
R_81idW0XTr5iadjn,Default Response Set,Anonymous,,,173.254.247.26,0,2015-03-19 12:17:29,2015-03-19 12:22:12,1,1208696187,iZXUO4qzTRT1P1HH4NveLg**,27197,Qual712-0618WaterUtilities,1,,283,18166703663413,1,2,1,3,4,4,6,7,3,6,4,5,4,1,2,1,7,6,5,4,4,7,7,4,7,4,6,4,4,4,4,5,4,4
R_3auBw1ap2UDwzOZ,Default Response Set,Anonymous,,,216.3.171.26,0,2015-03-19 12:22:42,2015-03-19 12:24:02,1,1159494737,iZXUO4qzTRQFZMm308UdhQ**,27197,Qual712-0618WaterUtilities,1,,80,17427205869913,1,2,1,3,4,6,5,6,5,2,4,4,4,7,7,1,7,7,6,7,7,6,4,5,4,6,4,5,7,7,4,6,7,4
R_e5TVvQY9xjZ0wYt,Default Response Set,Anonymous,,,199.94.91.137,0,2015-03-19 12:23:25,2015-03-19 12:26:01,1,1257077880,iZXUO4qzTRTNqs1ciZYTZA**,27197,Qual712-0618WaterUtilities,1,,156,18893880509203,1,3,1,1,1,5,7,7,2,7,3,6,7,1,1,1,6,6,6,6,5,6,6,5,6,4,6,4,4,4,4,4,4,4
R_cIVv9beQAinC6dn,Default Response Set,Anonymous,,,64.17.88.86,0,2015-03-19 12:26:05,2015-03-19 12:29:11,1,1131893817,iZXUO4qzTRRan9ychZUBFg**,27197,Qual712-0618WaterUtilities,1,,186,17012364042313,1,2,1,1,2,7,7,7,5,4,3,4,2,1,1,1,6,6,6,6,6,6,6,6,6,6,6,4,4,6,6,6,4,6
R_afw0MscEL33v6HX,Default Response Set,Anonymous,,,66.87.150.237,0,2015-03-19 12:26:11,2015-03-19 12:29:33,1,1273002135,iZXUO4qzTRRrQPXq5hsBYQ**,27197,Qual712-0618WaterUtilities,1,,202,19133222061853,1,2,1,2,2,5,5,6,6,4,2,4,2,1,3,1,6,6,6,4,5,5,5,5,5,5,5,5,5,6,5,5,6,6
R_aaFd8bTbcjZE1Yp,Default Response Set,Anonymous,,,216.185.58.179,0,2015-03-19 12:29:40,2015-03-19 12:29:54,1,1275602308,iZXUO4qzTRSnW6mL6Y2ddw**,27197,Qual712-0618WaterUtilities,2,otherCity,14,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_0ct32QPtXB7sOKV,Default Response Set,Anonymous,,,96.237.196.247,0,2015-03-19 12:27:12,2015-03-19 12:30:13,1,1183222126,iZXUO4qzTRSqg_1PveLjog**,27197,Qual712-0618WaterUtilities,1,,181,17783828526583,1,3,1,1,1,7,7,7,7,1,2,1,2,4,1,1,7,5,7,6,5,5,7,5,7,5,7,6,6,6,6,5,5,6
R_1SadjTD4EjTupo1,Default Response Set,Anonymous,,,70.20.18.11,0,2015-03-19 12:30:16,2015-03-19 12:30:29,1,1269388846,iZXUO4qzTRSikAtnZAOKZg**,27197,Qual712-0618WaterUtilities,2,otherCity,13,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_6tJwFiIhEBdLfVj,Default Response Set,Anonymous,,,67.6.147.82,0,2015-03-19 12:19:39,2015-03-19 12:31:59,1,1131901445,iZXUO4qzTRR5GQibWWLwuA**,27197,Qual712-0618WaterUtilities,1,,740,17012478691153,1,2,1,2,4,5,6,6,1,7,6,6,5,5,1,1,6,2,1,1,4,3,6,5,6,4,6,4,3,4,5,5,5,3
R_ebbux7xN6gisJGR,Default Response Set,Anonymous,,,76.79.112.58,0,2015-03-19 12:30:21,2015-03-19 12:32:10,1,1131857057,iZXUO4qzTRS7oqigmSSgqQ**,27197,Qual712-0618WaterUtilities,1,,109,17011811539513,1,1,1,7,7,1,1,4,1,7,7,7,7,4,1,1,6,2,3,2,4,4,6,4,4,4,4,4,4,4,4,4,4,4
R_bIxwT2c6dwSclUN,Default Response Set,Anonymous,,,67.164.169.133,0,2015-03-19 12:28:01,2015-03-19 12:32:21,1,1274851204,iZXUO4qzTRT2OOO2rW9iNA**,27197,Qual712-0618WaterUtilities,1,,260,19161013568923,1,2,1,1,1,6,7,7,5,4,5,4,3,5,3,1,7,1,1,1,6,3,4,3,2,3,4,3,1,3,3,7,2,2
R_8IbC0K1OKGODKPr,Default Response Set,Anonymous,,,68.171.110.4,0,2015-03-19 12:29:51,2015-03-19 12:33:14,1,1218526199,iZXUO4qzTRRcPQgYeEgKGw**,27197,Qual712-0618WaterUtilities,2,otherCity,203,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_5bsLOwtAEAxoi0Z,Default Response Set,Anonymous,,,71.119.31.113,0,2015-03-19 12:37:31,2015-03-19 12:38:16,1,1274946580,iZXUO4qzTRTKw0Gql-8-aQ**,27197,Qual712-0618WaterUtilities,2,otherCity,45,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_agHosAKIXjkiEzH,Default Response Set,Anonymous,,,72.74.23.238,0,2015-03-19 12:38:12,2015-03-19 12:38:36,1,1277787224,iZXUO4qzTRQd2Qcbi9xXQg**,27197,Qual712-0618WaterUtilities,2,otherCity,24,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3xbwOUEUQmVkOi1,Default Response Set,Anonymous,,,24.218.105.196,0,2015-03-19 12:34:59,2015-03-19 12:40:12,1,1255650613,iZXUO4qzTRTmfwBeFdy-yg**,27197,Qual712-0618WaterUtilities,1,,313,18872428686193,1,3,1,1,1,7,6,7,6,1,2,4,1,5,1,1,4,5,5,5,5,4,6,5,5,6,6,6,4,5,5,5,6,5
R_5dIMdTilWnlj1Hf,Default Response Set,Anonymous,,,98.118.112.98,0,2015-03-19 12:38:33,2015-03-19 12:40:41,1,1268256243,iZXUO4qzTRSDTiuT3ARPzA**,27197,Qual712-0618WaterUtilities,1,,128,19061891305093,1,3,1,1,3,4,7,7,4,4,6,4,4,1,1,1,7,4,5,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4
R_0k66T7e9H5j6Usd,Default Response Set,Anonymous,,,107.2.202.232,0,2015-03-19 12:37:43,2015-03-19 12:40:49,1,1275097958,iZXUO4qzTRQpre0IzYEqng**,27197,Qual712-0618WaterUtilities,1,,186,19164722281543,1,2,1,1,2,6,7,7,4,4,2,4,4,2,1,1,7,7,6,6,6,6,7,6,6,6,6,6,6,6,6,5,6,6
R_benxhc2gjSdsGEd,Default Response Set,Anonymous,,,23.243.9.111,0,2015-03-19 12:34:35,2015-03-19 12:41:46,1,1188474585,iZXUO4qzTRRvpEO2g48PNA**,27197,Qual712-0618WaterUtilities,1,,431,17862772985353,1,1,1,1,2,7,7,7,4,4,4,2,2,2,1,1,7,4,3,3,6,4,4,2,2,2,2,2,2,2,2,4,2,2
R_1BltvTFvBSrKNhP,Default Response Set,Anonymous,,,75.166.84.74,0,2015-03-19 12:31:15,2015-03-19 12:43:05,1,1195239692,iZXUO4qzTRTLMmvOL3JJFw**,27197,Qual712-0618WaterUtilities,1,,710,17964452543563,1,2,1,7,7,7,1,1,1,7,7,7,7,1,1,1,7,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
R_6mx8hU5H8LDfGtf,Default Response Set,Anonymous,,,70.234.200.254,0,2015-03-19 12:37:26,2015-03-19 12:44:24,1,1275263758,iZXUO4qzTRRwjXPlR1Qt7Q**,27197,Qual712-0618WaterUtilities,1,,418,19167214255543,1,1,1,1,1,7,7,7,2,7,7,5,5,6,4,1,6,1,2,1,1,4,6,4,6,6,4,4,4,4,4,1,3,4
R_aatfC2TvTu21r9z,Default Response Set,Anonymous,,,65.128.57.213,0,2015-03-19 12:40:22,2015-03-19 12:47:24,1,1167570521,iZXUO4qzTRS7s9xsQ0t3lQ**,27197,Qual712-0618WaterUtilities,1,,422,17548584903433,1,2,1,1,2,7,7,7,6,4,3,4,3,1,1,1,6,6,6,6,5,6,6,6,6,6,6,6,6,6,6,4,6,6
R_8wVwzXsMaMdQRIF,Default Response Set,Anonymous,,,99.48.182.30,0,2015-03-19 12:45:28,2015-03-19 12:48:08,1,1208584745,iZXUO4qzTRRRP3w2BbrU8Q**,27197,Qual712-0618WaterUtilities,2,attention,160,,1,1,1,1,2,7,7,7,3,5,4,5,3,5,2,0,,,,,,,,,,,,,,,,,,
R_cMUHlHrcn6Gpam1,Default Response Set,Anonymous,,,50.206.109.2,0,2015-03-19 12:49:25,2015-03-19 12:49:44,1,1131887009,iZXUO4qzTRTaIS-zqZDwGA**,27197,Qual712-0618WaterUtilities,2,otherCity,19,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_bNHleHBwTW1Y5U1,Default Response Set,Anonymous,,,174.16.105.163,0,2015-03-19 12:45:06,2015-03-19 12:50:17,1,1278621989,iZXUO4qzTRTHs_AmdODjpQ**,27197,Qual712-0618WaterUtilities,2,attention,311,,1,2,1,1,4,6,6,7,6,3,1,4,1,4,2,0,,,,,,,,,,,,,,,,,,
R_0ujP2QqKrmzjeiF,Default Response Set,Anonymous,,,63.137.145.225,0,2015-03-19 12:49:19,2015-03-19 12:50:48,1,1094983011,iZXUO4qzTRRxAaIxmKotKw**,27197,Qual712-0618WaterUtilities,2,consent,89,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_0uOWEcZGLjqsTOZ,Default Response Set,Anonymous,,,73.149.21.58,0,2015-03-19 12:45:11,2015-03-19 12:51:00,1,1277763172,iZXUO4qzTRR358kiVnVTnQ**,27197,Qual712-0618WaterUtilities,1,,349,19204780447963,1,3,1,1,1,7,7,7,6,1,1,2,1,1,1,1,7,7,7,7,7,4,5,4,7,4,4,4,4,4,4,4,4,4
R_abl4ppzhCtWMF0N,Default Response Set,Anonymous,,,172.248.58.150,0,2015-03-19 12:52:23,2015-03-19 12:53:30,1,1275864570,iZXUO4qzTRRGDWm_-R4GmA**,27197,Qual712-0618WaterUtilities,1,,67,19176244459903,1,1,1,4,5,5,4,6,5,4,6,5,3,4,1,1,5,4,5,3,6,6,5,5,4,5,4,5,6,5,5,5,4,5
R_6QM5fwb3C5C68DP,Default Response Set,Anonymous,,,98.118.28.172,0,2015-03-19 12:55:17,2015-03-19 12:57:20,1,1277815588,iZXUO4qzTRSDFZbvmZ5vUQ**,27197,Qual712-0618WaterUtilities,1,,123,19205568260443,1,3,1,5,3,5,7,7,2,7,7,7,3,2,1,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
R_1HueOxmudVZvyQZ,Default Response Set,Anonymous,,,107.0.156.3,0,2015-03-19 12:53:49,2015-03-19 12:57:24,1,1131876225,iZXUO4qzTRSaOvBc3uZfIA**,27197,Qual712-0618WaterUtilities,1,,215,17012099634553,1,2,1,1,1,7,7,7,4,4,1,5,4,1,1,1,7,7,7,7,7,6,7,6,7,7,7,6,6,7,6,7,7,7
R_eb3VEEmKD6pQaWN,Default Response Set,Anonymous,,,97.118.60.81,0,2015-03-19 12:51:28,2015-03-19 12:58:20,1,1271424568,iZXUO4qzTRQU5Gcd1k4W9w**,27197,Qual712-0618WaterUtilities,1,,412,19109511229843,1,2,1,1,1,2,5,6,3,1,1,4,1,7,3,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
R_6qT6EFXNFdfw3WJ,Default Response Set,Anonymous,,,174.29.164.252,0,2015-03-19 12:54:52,2015-03-19 12:59:11,1,1131929837,iZXUO4qzTRS5UoiDRdWYMg**,27197,Qual712-0618WaterUtilities,1,,259,17012905422913,1,2,1,3,4,6,5,6,3,6,4,5,3,2,1,1,6,5,4,4,6,5,4,4,4,4,4,4,4,2,4,5,4,4
R_3EmiLx4d6IuRYzP,Default Response Set,Anonymous,,,173.60.32.87,0,2015-03-19 12:55:12,2015-03-19 12:59:29,1,1106184812,iZXUO4qzTRR9U7j9Pnyd1Q**,27197,Qual712-0618WaterUtilities,1,,257,16625957697163,1,1,1,1,1,7,7,7,4,4,4,4,1,4,1,1,6,3,5,2,3,4,6,4,5,4,4,4,2,1,4,4,4,4
R_2f9eVEc06ZhyPrv,Default Response Set,Anonymous,,,73.38.152.24,0,2015-03-19 12:52:27,2015-03-19 12:59:42,1,1079193006,iZXUO4qzTRRPvIT4ZKxixw**,27197,Qual712-0618WaterUtilities,1,,435,16220270852983,1,3,1,1,1,7,7,7,7,1,1,1,1,1,2,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
R_daQha8mXBMIUfGJ,Default Response Set,Anonymous,,,108.38.182.97,0,2015-03-19 12:59:17,2015-03-19 13:01:05,1,1230079312,iZXUO4qzTRSdiKTOfMn4TA**,27197,Qual712-0618WaterUtilities,1,,108,18488092032163,1,1,1,3,2,7,4,7,4,3,3,5,3,4,1,1,6,6,6,5,6,6,5,6,6,6,6,6,6,4,6,6,5,5
R_6fp73QMtqoTepc9,Default Response Set,Anonymous,,,72.168.160.8,0,2015-03-19 12:47:16,2015-03-19 13:03:22,1,1091052507,iZXUO4qzTRTp_m8nPSZqAQ**,27197,Qual712-0618WaterUtilities,1,,966,16398519153013,1,2,1,2,1,4,7,7,4,7,2,6,4,5,2,1,5,6,6,4,7,5,7,5,7,4,7,5,5,5,5,5,5,4
R_4GUjNuLrqpNQv2d,Default Response Set,Anonymous,,,23.122.157.59,0,2015-03-19 13:03:14,2015-03-19 13:04:34,1,1225537740,iZXUO4qzTRTFQD_mOZb7hg**,27197,Qual712-0618WaterUtilities,2,attention,80,,1,1,1,6,4,4,6,5,3,5,3,5,3,5,5,0,,,,,,,,,,,,,,,,,,
R_dnz3k3b6s1X3hvn,Default Response Set,Anonymous,,,205.197.242.161,0,2015-03-19 12:56:06,2015-03-19 13:05:31,1,1277811040,iZXUO4qzTRTKMGJ6psn-HQ**,27197,Qual712-0618WaterUtilities,1,,565,19205499904003,1,2,1,1,1,6,1,1,6,2,6,6,6,1,1,1,7,7,7,7,7,7,7,6,7,7,7,7,6,7,6,7,6,7
R_3eDB0PMIH4x1445,Default Response Set,Anonymous,,,50.187.69.83,0,2015-03-19 12:59:56,2015-03-19 13:05:41,1,1254518068,iZXUO4qzTRRg-yQ_r1DPSA**,27197,Qual712-0618WaterUtilities,2,attention,345,,1,3,1,1,1,7,7,7,7,3,1,1,1,1,2,0,,,,,,,,,,,,,,,,,,
R_6AtAUE52lGzoWNv,Default Response Set,Anonymous,,,99.108.9.25,0,2015-03-19 13:06:41,2015-03-19 13:07:13,1,1278529109,iZXUO4qzTRTR_tlL08MQYg**,27197,Qual712-0618WaterUtilities,2,otherCity,32,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_bd75C7fVayH01N3,Default Response Set,Anonymous,,,100.0.180.232,0,2015-03-19 13:03:35,2015-03-19 13:07:27,1,1278037634,iZXUO4qzTRQu5gH5r6eVvg**,27197,Qual712-0618WaterUtilities,1,,232,19208905611823,1,3,1,2,2,6,5,6,4,4,5,4,4,4,1,1,7,5,6,5,5,4,4,4,5,4,4,4,4,4,4,4,4,4
R_6YbLJLc7hRY0RzD,Default Response Set,Anonymous,,,67.225.219.188,0,2015-03-19 13:04:13,2015-03-19 13:07:59,1,1231628158,iZXUO4qzTRQRtSrBUKHASw**,27197,Qual712-0618WaterUtilities,1,,226,18511371187543,1,2,1,1,1,5,7,7,6,4,4,4,5,1,1,1,7,7,7,7,7,4,6,4,7,6,4,4,4,4,4,4,4,4
R_eIGIH0Q43f5ANiB,Default Response Set,Anonymous,,,66.31.50.143,0,2015-03-19 13:06:21,2015-03-19 13:08:11,1,1208631733,iZXUO4qzTRQ5AdfLwaJARA**,27197,Qual712-0618WaterUtilities,1,,110,18165734919793,1,3,1,1,2,6,6,7,3,1,2,5,5,7,2,1,2,4,3,1,2,4,5,3,4,5,5,4,3,4,3,5,6,3
R_czQatsPMhr66jRz,Default Response Set,Anonymous,,,76.95.129.57,0,2015-03-19 13:06:39,2015-03-19 13:11:46,1,1277272951,iZXUO4qzTRTKrIieV3aSqw**,27197,Qual712-0618WaterUtilities,1,,307,19197412426333,1,1,1,1,1,6,7,7,6,1,1,3,1,1,1,1,7,1,1,4,1,7,7,4,4,4,7,7,7,4,7,7,4,7
R_bPdKqEoNxB3Xbjn,Default Response Set,Anonymous,,,98.118.58.155,0,2015-03-19 13:11:02,2015-03-19 13:13:37,1,1264642118,iZXUO4qzTRTaMrUDToaTLA**,27197,Qual712-0618WaterUtilities,1,,155,19007571006343,1,3,1,1,1,7,7,7,6,4,1,4,2,1,2,1,7,5,5,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7
R_8eTqi6lOq8yFmQd,Default Response Set,Anonymous,,,76.169.133.211,0,2015-03-19 13:13:22,2015-03-19 13:13:51,1,1192604383,iZXUO4qzTRQ9oXx8kYXpLg**,27197,Qual712-0618WaterUtilities,2,attention,29,,1,1,1,6,7,7,6,6,7,6,6,6,7,3,4,0,,,,,,,,,,,,,,,,,,
R_aXCtHKoJMXUKV9j,Default Response Set,Anonymous,,,71.33.183.12,0,2015-03-19 13:12:48,2015-03-19 13:15:07,1,1277909185,iZXUO4qzTRQbf0NYaGiOTw**,27197,Qual712-0618WaterUtilities,1,,139,19206975023353,1,2,1,1,1,7,7,7,5,3,1,1,3,1,2,1,7,7,4,7,3,6,7,5,7,7,7,7,7,7,7,7,6,6
R_5hhU6zIMhbE6lMN,Default Response Set,Anonymous,,,76.118.6.143,0,2015-03-19 13:13:34,2015-03-19 13:15:10,1,1277894991,iZXUO4qzTRRqJL3KzxGyLw**,27197,Qual712-0618WaterUtilities,2,attention,96,,1,3,1,3,4,4,5,5,4,6,4,6,4,2,1,0,,,,,,,,,,,,,,,,,,
R_bJJwP06JfXATI9f,Default Response Set,Anonymous,,,76.120.26.21,0,2015-03-19 13:14:58,2015-03-19 13:18:41,1,1273525361,iZXUO4qzTRTfk5qOtU9M0g**,27197,Qual712-0618WaterUtilities,2,attention,223,,1,2,1,1,1,5,7,7,2,6,6,7,7,4,1,0,,,,,,,,,,,,,,,,,,
R_5cf8EGJerSuH8Ql,Default Response Set,Anonymous,,,71.108.160.234,0,2015-03-19 13:17:23,2015-03-19 13:20:53,1,1277241784,iZXUO4qzTRQWZmBymtJyJA**,27197,Qual712-0618WaterUtilities,2,attention,210,,1,1,1,6,4,3,3,6,4,4,4,3,4,4,1,0,,,,,,,,,,,,,,,,,,
R_ezzE76rem12TvW5,Default Response Set,Anonymous,,,71.229.135.74,0,2015-03-19 13:19:34,2015-03-19 13:22:17,1,1257151822,iZXUO4qzTRSIrJ8XQ6_mwg**,27197,Qual712-0618WaterUtilities,1,,163,18894991857463,1,2,1,3,3,6,5,6,4,5,3,4,4,1,2,1,6,6,6,3,6,4,6,4,6,5,6,4,4,5,6,6,6,4
R_9S4IuqRavgu5BGt,Default Response Set,Anonymous,,,174.16.209.114,0,2015-03-19 13:18:48,2015-03-19 13:24:21,1,1222393827,iZXUO4qzTRSNS_0iQuXFgg**,27197,Qual712-0618WaterUtilities,1,,333,18372579192613,1,2,1,2,1,5,7,7,4,4,4,4,4,3,2,1,5,3,3,3,5,3,5,5,3,5,5,3,3,4,5,5,4,3
R_1RCfwEbf8bJUkIJ,Default Response Set,Anonymous,,,104.172.177.28,0,2015-03-19 13:21:23,2015-03-19 13:25:42,1,1197075973,iZXUO4qzTRT1Yes11dDD0A**,27197,Qual712-0618WaterUtilities,1,,259,17992051846993,1,1,1,1,1,7,7,7,4,3,1,3,1,7,4,1,7,7,5,3,7,4,7,5,6,6,5,6,5,5,4,7,5,5
R_bdRWHElAdXf7T7L,Default Response Set,Anonymous,,,173.48.136.191,0,2015-03-19 13:21:22,2015-03-19 13:26:08,1,1258954030,iZXUO4qzTRSkJcAX0iywQA**,27197,Qual712-0618WaterUtilities,1,,286,18922079043703,1,3,1,1,4,6,7,7,4,4,4,4,2,2,1,1,6,6,3,4,4,7,6,4,4,4,6,4,4,5,4,7,5,5
R_aXG2U8bxJxFp6MR,Default Response Set,Anonymous,,,100.0.33.185,0,2015-03-19 13:24:44,2015-03-19 13:27:41,1,1226685623,iZXUO4qzTRSjFuWh93MC4g**,27197,Qual712-0618WaterUtilities,2,attention,177,,1,3,1,1,4,7,7,7,4,4,3,4,4,2,1,0,,,,,,,,,,,,,,,,,,
R_00U6jB796KKyowB,Default Response Set,Anonymous,,,50.136.89.233,0,2015-03-19 13:17:16,2015-03-19 13:29:01,1,1277776990,iZXUO4qzTRT0cDlloSSuUw**,27197,Qual712-0618WaterUtilities,1,,705,19204988132503,1,3,1,1,1,5,7,7,5,4,1,4,5,2,2,1,6,6,6,6,2,6,6,4,4,4,6,4,2,4,4,5,4,6
R_9ElpnDwICH31WWp,Default Response Set,Anonymous,,,50.8.67.192,0,2015-03-19 13:27:39,2015-03-19 13:30:56,1,1268014722,iZXUO4qzTRQaE-uPlaY2Og**,27197,Qual712-0618WaterUtilities,1,,197,19058261244463,1,2,1,1,2,6,7,6,6,2,2,2,2,4,1,1,4,5,4,4,4,4,5,4,4,4,4,4,6,4,4,4,4,4
R_6MeGp3wEfvjLFWd,Default Response Set,Anonymous,,,108.225.48.174,0,2015-03-19 13:29:45,2015-03-19 13:30:59,1,1278525535,iZXUO4qzTRRk42K4hY3GSg**,27197,Qual712-0618WaterUtilities,1,,74,19216238763853,1,1,1,1,1,7,7,7,7,1,1,1,1,1,4,1,7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
R_czITzakuOdepsRn,Default Response Set,Anonymous,,,98.229.173.0,0,2015-03-19 13:31:16,2015-03-19 13:31:44,1,1278630599,iZXUO4qzTRQi06gogXE2Ug**,27197,Qual712-0618WaterUtilities,2,otherCity,28,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_eS5x59XFWFPaZnf,Default Response Set,Anonymous,,,64.134.42.238,0,2015-03-19 13:28:29,2015-03-19 13:32:07,1,1275241501,iZXUO4qzTRSjPsQJv5AKqw**,27197,Qual712-0618WaterUtilities,1,,218,19166879732833,1,3,1,2,2,5,6,6,2,4,4,6,4,2,2,1,6,5,5,2,5,6,6,4,6,5,5,4,4,3,4,6,4,4
R_8e9J0htepqg2cWF,Default Response Set,Anonymous,,,68.71.151.77,0,2015-03-19 13:24:55,2015-03-19 13:32:32,1,1276367190,iZXUO4qzTRQT5ecUjBf9UQ**,27197,Qual712-0618WaterUtilities,1,,457,19183798838503,1,2,1,1,1,1,7,7,7,1,1,7,1,7,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
R_1ERDBXf1INVDu4J,Default Response Set,Anonymous,,,104.35.186.238,0,2015-03-19 13:31:53,2015-03-19 13:34:22,1,1260386323,iZXUO4qzTRS4vBVLA_-YJA**,27197,Qual712-0618WaterUtilities,1,,149,18943606407493,1,1,1,1,1,7,7,7,7,1,1,3,1,1,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
R_0k3wDE1QMaDkAxT,Default Response Set,Anonymous,,,50.176.55.3,0,2015-03-19 13:35:57,2015-03-19 13:36:21,1,1277772075,iZXUO4qzTRSPwcWi4l3BvQ**,27197,Qual712-0618WaterUtilities,2,otherCity,24,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_07F4LZpiO5wQ7B3,Default Response Set,Anonymous,,,128.177.161.178,0,2015-03-19 13:26:26,2015-03-19 13:36:48,1,1278539321,iZXUO4qzTRT2J3Sp1MV76w**,27197,Qual712-0618WaterUtilities,1,,622,19216445967433,1,2,1,1,4,4,7,7,4,5,4,4,4,7,1,1,7,7,4,7,7,3,5,4,7,4,4,4,4,5,2,5,4,4
R_2fWemUNj55RvEOx,Default Response Set,Anonymous,,,142.129.152.3,0,2015-03-19 13:36:07,2015-03-19 13:39:25,1,1277775773,iZXUO4qzTRRirtcSfLW_rA**,27197,Qual712-0618WaterUtilities,1,,198,19204969840993,1,1,1,1,1,7,7,7,7,4,7,7,4,4,1,1,1,2,1,1,1,4,1,1,1,1,1,4,1,4,1,1,1,1
